area;u_18;18_24;25_34;35_44;45_54;55_64;65_74;o_75;pop;White;Black;Native;Asian;Hawaiian;Other;2_or_more;Hispanic;Non_Hispanic;;;
45620;24,9;8,2;11,5;12,6;15,0;12,8;8,4;6,7;44.720;59,58;36,89;0,44;0,70;0,02;1,16;1,22;2,85;97,15;;;
45640;23,9;7,5;11,2;14,6;15,6;12,8;8,3;6,0;162.878;84,33;8,85;0,49;1,22;0,02;3,60;1,48;6,39;93,61;;;
45660;23,6;10,8;11,3;11,5;14,9;13,0;7,3;7,5;56.745;93,72;2,30;0,19;0,57;0,02;1,32;1,88;4,45;95,55;;;
45700;25,8;12,0;12,7;12,3;13,3;11,1;7,1;5,7;40.118;61,43;28,96;0,21;1,28;0,02;6,54;1,57;10,06;89,94;;;
45740;22,7;9,7;10,8;12,1;14,4;13,7;9,6;7,0;26.175;85,14;10,87;0,29;0,68;0,06;0,98;1,98;2,42;97,58;;;
45860;21,6;6,7;9,2;13,4;18,2;14,9;8,4;7,6;189.927;93,86;1,35;0,21;1,53;0,02;1,43;1,60;4,49;95,51;;;
45900;21,6;7,3;10,8;12,0;16,1;14,9;9,3;7,9;143.372;94,85;0,85;1,52;0,54;0,03;0,57;1,63;2,22;97,78;;;
45980;20,3;21,2;12,1;10,7;11,9;11,0;7,4;5,4;32.899;58,19;36,64;0,58;1,99;0,07;1,04;1,49;2,22;97,78;;;
46020;19,3;6,6;9,8;10,6;16,0;18,2;10,7;8,7;98.764;91,36;0,39;1,06;1,20;0,11;2,71;3,16;8,54;91,46;;;
46100;23,2;8,8;11,0;12,6;14,8;13,1;9,3;7,3;100.210;91,70;4,09;0,33;0,78;0,05;1,33;1,74;3,10;96,90;;;
46180;26,1;8,8;12,8;13,4;14,1;11,4;7,5;5,9;136.268;75,66;20,65;0,18;0,46;0,03;1,86;1,16;3,04;96,96;;;
46260;20,6;17,7;10,4;10,5;13,2;13,4;7,7;6,4;21.452;15,47;82,64;0,14;0,35;0,01;0,32;1,06;1,08;98,92;;;
46300;28,2;9,7;13,6;11,4;12,9;10,9;7,1;6,2;99.604;86,94;0,41;0,91;1,00;0,10;8,39;2,24;17,57;82,43;;;
46380;22,2;8,0;12,2;11,7;14,2;16,4;8,6;6,8;87.841;76,52;0,71;4,87;1,65;0,14;11,59;4,52;22,20;77,80;;;
46420;22,8;7,9;10,5;12,9;15,5;13,9;9,1;7,4;28.961;66,59;31,30;0,23;0,27;0,04;0,32;1,24;0,97;99,03;;;
46460;22,4;7,7;11,4;13,1;14,7;13,8;9,5;7,5;38.620;83,72;12,88;0,19;0,32;0,04;1,58;1,27;2,72;97,28;;;
46500;25,0;8,4;10,8;13,4;15,3;12,7;8,4;6,0;40.097;94,74;2,22;0,36;0,38;0,03;0,37;1,90;1,12;98,88;;;
46620;28,9;9,8;11,0;11,7;12,4;11,4;7,7;7,0;26.405;78,13;0,64;0,55;0,51;0,02;17,17;2,97;69,30;30,70;;;
46740;22,5;8,1;11,1;13,0;14,8;13,9;9,1;7,6;34.215;58,78;38,75;0,20;0,49;0,03;0,63;1,13;1,57;98,43;;;
46780;24,9;7,4;11,4;12,0;15,1;12,9;8,1;8,2;28.744;96,58;0,87;0,15;0,23;0,01;0,78;1,38;2,57;97,43;;;
46820;17,5;32,6;12,6;8,3;9,7;9,1;5,1;5,1;13.864;91,15;1,33;3,09;1,67;0,03;0,45;2,26;2,00;98,00;;;
46860;33,3;9,6;16,3;11,0;11,7;8,8;5,1;4,1;32.588;86,63;0,37;7,70;0,51;0,23;2,23;2,33;7,15;92,85;;;
46900;25,6;9,5;11,8;10,9;14,3;12,3;8,0;7,5;13.535;78,20;8,02;1,07;0,72;0,04;9,39;2,54;25,92;74,08;;;
46980;25,9;8,2;12,6;12,2;15,2;13,0;7,4;5,5;48.773;50,33;46,99;0,26;0,85;0,02;0,67;0,87;1,84;98,16;;;
47080;26,7;9,6;12,2;12,6;13,6;11,8;8,0;5,6;36.346;66,08;25,21;0,22;0,62;0,04;6,39;1,43;9,73;90,27;;;
47180;21,3;13,9;11,2;10,8;14,5;12,5;8,3;7,5;38.440;94,89;2,62;0,19;0,56;0,03;0,48;1,23;1,53;98,47;;;
47340;22,7;10,0;10,2;11,7;14,4;12,9;8,9;9,2;32.888;96,58;0,50;0,66;0,42;0,02;0,71;1,12;2,12;97,88;;;
47420;22,9;11,3;10,1;10,8;16,5;12,8;7,2;8,5;22.897;95,59;0,55;1,72;0,46;0,04;0,41;1,23;1,75;98,25;;;
47460;22,5;13,2;12,4;11,5;13,4;12,0;7,1;7,9;58.781;84,47;1,84;1,03;1,29;0,28;7,98;3,11;19,72;80,28;;;
47500;24,4;8,3;10,7;12,1;14,8;14,1;9,3;6,3;38.892;57,01;39,03;0,83;0,32;0,02;1,28;1,51;2,81;97,19;;;
47540;25,4;7,5;11,0;12,6;15,3;12,8;7,6;7,7;45.949;97,85;0,29;0,18;0,37;0,03;0,34;0,93;1,18;98,82;;;
47620;20,8;6,9;9,9;12,1;16,4;15,1;9,8;9,0;41.815;98,13;0,36;0,19;0,38;0,03;0,13;0,80;0,73;99,27;;;
47660;22,9;19,9;13,1;10,9;12,8;9,7;6,0;4,7;52.595;90,02;4,33;0,53;1,52;0,24;0,76;2,60;3,06;96,94;;;
47700;25,6;8,9;12,3;12,6;14,8;12,2;7,6;5,9;77.358;93,32;0,74;0,30;0,84;0,02;3,40;1,38;7,28;92,72;;;
47780;28,8;8,9;11,8;11,3;13,6;11,5;7,5;6,6;31.648;95,04;0,54;0,22;0,51;0,03;2,58;1,08;4,15;95,85;;;
47820;22,0;7,1;10,6;11,7;14,5;15,6;10,8;7,6;47.759;68,16;25,59;0,44;0,35;0,04;4,16;1,27;6,63;93,37;;;
47920;24,7;7,9;11,8;13,0;14,6;13,0;8,3;6,7;29.030;94,63;2,02;0,23;0,54;0,03;0,82;1,74;1,79;98,21;;;
47980;25,8;9,0;12,5;11,4;14,6;11,5;7,4;7,9;33.130;95,55;0,31;1,69;0,41;0,00;0,83;1,20;1,76;98,24;;;
48020;23,7;10,3;12,0;13,2;15,2;12,3;7,3;5,9;83.686;93,96;0,81;0,31;0,67;0,02;2,96;1,27;6,64;93,36;;;
48060;25,5;12,2;15,3;12,6;13,1;10,0;5,9;5,3;116.229;88,66;5,06;0,50;1,31;0,26;1,44;2,78;5,29;94,71;;;
48100;27,7;11,3;13,6;12,5;12,1;9,9;7,5;5,4;27.731;72,17;6,98;0,62;1,07;0,04;17,14;1,97;42,89;57,11;;;
48180;24,4;8,9;12,5;12,9;14,1;12,4;8,1;6,7;55.070;73,35;22,49;0,36;0,61;0,05;1,69;1,44;3,80;96,20;;;
48220;23,3;17,4;13,3;9,8;12,3;10,4;6,7;6,7;27.469;78,11;3,03;6,34;1,01;0,04;7,58;3,90;13,94;86,06;;;
48460;24,9;8,4;11,4;11,7;13,7;12,8;9,2;7,9;40.400;96,29;0,39;0,67;0,49;0,03;0,50;1,63;1,73;98,27;;;
48500;25,7;9,2;11,9;11,5;14,5;13,0;7,5;6,8;20.634;40,47;58,24;0,13;0,22;0,01;0,35;0,58;0,96;99,04;;;
48580;23,5;11,8;11,2;12,4;15,2;12,4;7,2;6,3;102.228;91,89;0,96;0,30;0,83;0,04;4,50;1,48;10,35;89,65;;;
48740;22,3;10,6;11,7;13,7;16,4;12,5;6,9;6,0;118.428;89,59;2,21;0,47;1,17;0,04;4,22;2,29;9,58;90,42;;;
48780;23,1;8,8;14,0;10,7;15,6;12,9;7,1;7,8;22.398;92,15;0,28;4,01;0,35;0,02;0,31;2,88;1,95;98,05;;;
48820;24,0;9,5;11,6;11,0;14,8;12,8;8,0;8,2;42.239;92,82;2,33;0,31;0,41;0,04;2,89;1,20;11,15;88,85;;;
48940;24,4;9,6;11,6;12,4;15,7;12,7;7,4;6,1;42.040;94,68;2,22;0,23;0,51;0,04;0,47;1,85;1,33;98,67;;;
48980;24,7;8,7;12,0;12,9;14,4;13,0;8,0;6,2;81.234;51,98;39,01;0,29;0,82;0,03;6,31;1,57;9,51;90,49;;;
49060;24,4;10,5;11,3;11,6;14,1;12,3;8,1;7,7;36.311;86,25;2,77;1,99;1,61;0,05;3,89;3,44;9,07;90,93;;;
49100;19,4;21,3;11,1;9,9;13,2;11,7;6,8;6,6;51.461;94,39;1,26;0,26;2,14;0,00;0,78;1,17;2,42;97,58;;;
49260;24,3;8,4;14,8;12,4;15,0;10,9;8,2;6,0;20.081;86,74;1,58;2,80;0,57;0,04;5,62;2,64;10,60;89,40;;;
49300;25,4;9,7;11,1;11,9;14,7;12,6;7,9;6,7;114.520;95,65;1,49;0,16;0,76;0,02;0,50;1,41;1,57;98,43;;;
49380;25,6;9,0;12,5;11,7;13,8;11,3;7,3;8,7;21.378;75,81;3,48;0,52;5,46;0,05;12,84;1,84;22,55;77,45;;;
49460;22,2;8,1;12,5;12,3;16,1;12,6;8,0;8,4;22.438;92,83;1,52;2,55;0,52;0,03;1,12;1,44;2,74;97,26;;;
49540;25,2;8,6;16,0;14,1;13,8;10,4;6,2;5,6;28.065;39,95;57,06;0,29;0,45;0,01;0,71;1,54;4,64;95,36;;;
49780;24,0;9,2;11,4;12,7;14,8;12,6;8,1;7,2;86.074;92,97;3,78;0,22;0,33;0,02;0,23;2,45;0,76;99,24;;;
10380;24,0;9,5;13,1;13,1;13,4;12,4;8,8;5,8;306.292;86,02;5,57;0,29;0,11;0,01;5,55;2,45;98,99;1,01;;;
21940;25,0;9,6;12,2;13,6;11,7;11,7;9,6;6,5;70.692;66,12;18,78;0,76;0,21;0,01;9,34;4,77;98,25;1,75;;;
25020;25,7;9,9;13,7;13,1;12,8;11,7;7,9;5,2;84.214;63,28;22,09;0,78;0,12;0,03;9,28;4,42;99,15;0,85;;;
32420;20,4;14,7;11,7;10,8;11,8;12,5;10,0;8,1;106.330;79,08;8,26;0,70;0,19;0,01;8,40;3,35;99,02;0,98;;;
38660;25,3;10,8;13,0;12,2;12,7;11,9;8,1;5,9;243.147;80,63;10,02;0,44;0,14;0,01;6,27;2,49;99,27;0,73;;;
41900;23,3;9,3;12,0;13,1;12,2;12,8;10,1;7,2;137.462;83,46;5,45;0,31;0,08;0,01;8,28;2,41;99,19;0,81;;;
41980;24,1;9,9;13,4;13,1;13,3;11,7;8,2;6,2;2.478.905;73,63;13,92;0,58;0,22;0,01;8,14;3,51;98,94;1,06;;;
49500;25,2;10,1;12,9;12,5;12,9;12,3;8,3;5,7;107.333;81,94;7,47;0,41;0,09;0,01;7,73;2,36;99,44;0,56;;;
10260;25,7;10,4;12,9;12,2;13,3;12,3;7,8;5,5;19.483;93,14;3,10;0,35;0,03;0,01;2,11;1,28;99,58;0,42;;;
17620;26,9;10,0;13,4;13,0;12,5;11,4;7,7;5,1;71.590;72,75;13,01;0,43;0,08;0,01;10,11;3,59;99,46;0,54;;;
27580;27,5;11,2;13,7;12,5;12,7;11,1;6,7;4,6;16.642;90,70;3,40;0,38;0,07;0,01;3,59;1,85;99,64;0,36;;;
42180;29,1;9,2;14,1;14,4;11,5;10,2;7,2;4,3;23.274;73,02;15,63;0,46;0,06;0,01;8,35;2,47;99,56;0,44;;;
46580;24,6;10,4;11,8;11,9;13,3;13,1;8,4;6,5;33.149;92,67;2,67;0,22;0,07;0,03;2,94;1,40;99,42;0,58;;;
